#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.Lflavomaculatus_thinned" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x">0.01</parameter>
#            <OneOnX id="OneOnX.2" name="distr"/>
#        </prior>
#        <distribution id="snapprior.Lflavomaculatus_thinned" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.Lflavomaculatus_thinned" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.Lflavomaculatus_thinned" spec="snap.Data">
#                    <taxonset id="North" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T2641" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="T4923" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="T3432" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="T4101" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="South" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T3198" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="T3107" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="T3081" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="T3191" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="Moz" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T4606" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="T3419" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="T3416" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="Taratibu" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T5628" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="T5631" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="T5621" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#        <prior id="uPrior.Lflavomaculatus_thinned" name="distribution">
#            <parameter id="u" lower="0.0" name="x">1.4698153755983197</parameter>
#            <OneOnX id="OneOnX.4" name="distr"/>
#        </prior>
#        <prior id="vPrior.Lflavomaculatus_thinned" name="distribution">
#            <parameter id="v" lower="0.0" name="x">0.7577810233682515</parameter>
#            <OneOnX id="OneOnX.5" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.Lflavomaculatus_thinned" id="treeLikelihood.Lflavomaculatus_thinned" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.Lflavomaculatus_thinned">
#            <siteModel id="MutationSiteModel.Lflavomaculatus_thinned" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" mutationRateU="@u" mutationRateV="@v" spec="snap.likelihood.SnapSubstitutionModel"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	u	v	theta0	theta1	theta2	theta3	theta4	theta5	theta6	TreeHeightLogger
266000	-68950.25066334198	-68678.84890253673	-271.4017608052597	1.3783953391553962	0.7846098890283076	1.5205166745894785	1.1982730475716787	0.7708937373873689	1.0337774759580436	1.1059046686144274	1.0871342834309294	0.7355273347062296	0.24604253175238888
267000	-68951.29599422558	-68682.20441927727	-269.09157494830873	1.3842177817752452	0.7827357752273142	1.5378534066416278	1.1326179867891135	0.7963368726685943	1.0013855325874421	1.1266366767110008	1.107455664349864	0.7536921717044768	0.2332171248360004
268000	-68947.58793379205	-68698.82754776963	-248.76038602242414	1.3799327762145979	0.784112612642389	1.458321225207167	1.1429502133462943	0.7819774991760062	1.0266242358863593	1.1226121614882516	1.1356605910155664	0.770483890249177	0.23894300426193218
269000	-68955.07158979392	-68676.05428221912	-279.0173075748016	1.37261573261002	0.7864949492169279	1.4933524390761663	1.1723875165537405	0.7563861175685208	1.037814352002532	1.1905593741094873	1.218355397962742	0.7022116271000937	0.24169756400761214
270000	-68950.01366686828	-68697.60558825018	-252.4080786180981	1.3578763909412088	0.7914172748427258	1.4956496606242304	1.162988146078543	0.7515640197628508	1.0788788668241465	1.170974980835778	1.2182835986223002	0.7906050223365881	0.22338179860855925
271000	-68954.04431099369	-68701.20069218741	-252.8436188062746	1.3987870072669022	0.7781526635105891	1.4033430307069894	1.1719581439771052	0.8150751404902388	1.0261739811803978	1.1267765561331375	1.1053152864615332	0.7222061751637113	0.2457774407773087
272000	-68947.1844212292	-68686.89051576692	-260.2939054622817	1.389093418056217	0.7811853005801833	1.504699484239021	1.1451172105410887	0.764051302143879	1.0223842721565652	1.1333147695909125	1.1161032660520773	0.7529021273032099	0.23713878360091753
273000	-68951.15325900794	-68679.37581849404	-271.77744051390493	1.358666627247588	0.7911490816888531	1.5227367998620869	1.1973098959539195	0.7539577039602203	1.0109819820323875	1.1443360281910004	1.1334229714946313	0.7214687074304007	0.2508978120178194
274000	-68951.1610748564	-68676.0690823271	-275.0919925293048	1.3733921379190264	0.7862402684270303	1.540362649445303	1.2016814623171528	0.8140390233368634	1.1288250929979797	1.1824358688729049	1.1473025915303257	0.7429164874688977	0.23792135903374478
275000	-68948.8522459406	-68707.99985614963	-240.8523897909653	1.3706386060238744	0.7871455484173011	1.4394166882819648	1.199755961549972	0.7683452880785308	1.0575201948803672	1.1409076418698214	1.1560296420712497	0.8252317885779703	0.2228195724467919
276000	-68952.66077600194	-68690.74640389868	-261.9143721032596	1.3787828466016419	0.7844843876582023	1.4824434880653437	1.2352469880582635	0.7852920859390246	0.9556757866217886	1.1583962767346156	1.160438514469052	0.803957832249683	0.22792862246119483
277000	-68946.77617087457	-68682.5591619567	-264.2170089178697	1.370328656364002	0.7872478094016029	1.483613076630714	1.22000750706108	0.7876068835345975	1.0518024989414378	1.1728524308760928	1.1770906452005439	0.7460709782122374	0.23648484245152415
278000	-68949.47931441947	-68684.63823259367	-264.84108182579314	1.3978058068683121	0.778456652972695	1.5018823807523778	1.2040067254523537	0.7570625479474798	1.0671035000016662	1.1225482235370163	1.1561553521773642	0.7518977456011318	0.23343751803378426
279000	-68949.15356046407	-68683.06991702164	-266.08364344242705	1.3821908931039026	0.7833853783282656	1.5237151285581063	1.1411364861456872	0.759902482317401	1.0856620251555225	1.1471859362442265	1.1105354750503422	0.7372784421599893	0.2395753282305368
280000	-68951.14423924017	-68693.14968369866	-257.994555541501	1.3802287829545599	0.7840170701540281	1.5476018117746515	1.151506221114759	0.7825194318867661	1.0462720974190831	1.1072423482192622	1.1629907449009955	0.8236826958901723	0.22461594075328048
281000	-68952.9653541251	-68687.04086624923	-265.92448787588125	1.3943601162241548	0.7795294596269119	1.4931821091843744	1.1914998498991805	0.7951859276137292	1.0608164935996673	1.144088318655767	1.1891742664703577	0.7594565630236897	0.22509390967572138
282000	-68947.52407334055	-68679.68491388705	-267.83915945349986	1.3771043898464566	0.7850287866462101	1.5128216859560364	1.1804277315935012	0.7617599387150228	1.047417026100513	1.129460166106981	1.124734279272627	0.7362350062899632	0.2370100981216985
283000	-68954.75670092384	-68659.9661249551	-294.7905759687392	1.3875874299667077	0.7816623935395043	1.5751608876356995	1.1432284467612401	0.7772235971205915	1.0602976707821319	1.1028839480254342	1.1387229479543373	0.663103656521432	0.247076177950874
284000	-68952.64133500766	-68651.75397956837	-300.887355439286	1.3823801431615526	0.7833245987429572	1.5662942813832184	1.2940162903850971	0.7577785578058417	1.1035498292560746	1.2165066966676503	1.1905744514028156	0.6569836349512113	0.2499125800542103
285000	-68947.66911583421	-68684.83162878179	-262.83748705243005	1.3789934833187385	0.784416215528808	1.5109638373714043	1.1971754385057494	0.7959561921253394	1.0340976840905027	1.1530327644226213	1.1878219761346003	0.7547239278215252	0.2428729181954218
286000	-68947.40010045533	-68686.9302251956	-260.4698752597391	1.3843071810654821	0.7827071919723423	1.5094373033826585	1.1745857837327829	0.7988780618284723	1.0412979517902086	1.1387285984866589	1.1601484583674782	0.7555500505642151	0.2433324110643835
287000	-68957.59796894359	-68704.21946802012	-253.3785009234662	1.3637760903498741	0.7894268581788795	1.5317843496963401	1.1337213826504897	0.7935595853835666	1.0330222698148908	1.1363079394189606	1.1486435569132523	0.8554466734275713	0.21370054531034485
288000	-68948.2312345651	-68683.24705070061	-264.98418386449873	1.3698797505928715	0.7873960450621033	1.4788147236296405	1.2327625430005718	0.7865462123907825	1.0369919257613258	1.185037535439249	1.2053060065134733	0.7352124838487702	0.2428822421985555
289000	-68949.22539600174	-68690.42090690989	-258.8044890918505	1.3881367388274461	0.7814881865263901	1.5141471414985903	1.190746656827128	0.7524583475556267	1.0642253029907904	1.1417681409387077	1.1087719556454112	0.7935522169341587	0.22534372052972906
290000	-68952.2030840756	-68712.62529937591	-239.57778469969685	1.401390675986216	0.7773492190014877	1.4194551037524286	1.2177080938439273	0.7591481650667014	1.071029366418233	1.1702823630091428	1.1664402498163169	0.8184180584899462	0.22555797380855158
291000	-68950.25086551733	-68692.40998430958	-257.84088120775573	1.3638661182915015	0.7893966955139227	1.5177994485927921	1.1942186491409805	0.7624238984229811	1.1307688127910205	1.1843946398863143	1.1709920487193832	0.7604823003993835	0.24446652637314753
292000	-68946.77065780657	-68674.21883014328	-272.5518276632937	1.3719130424934332	0.7867258405552326	1.5284238428972612	1.2260117795308219	0.7798500402168566	1.0670131043685054	1.1966656586728273	1.1843811657548156	0.7276664259719713	0.24335023660725255
293000	-68948.48256993626	-68683.13190089932	-265.3506690369335	1.3719130424934332	0.7867258405552326	1.5006982926201067	1.2449281043626095	0.7714720444168991	1.073332516145736	1.1966938990840443	1.1900244144437868	0.7430223110917145	0.24059285163308364
294000	-68954.38791906173	-68690.7140247352	-263.67389432652186	1.3698327372877417	0.7874115784369469	1.449444213621042	1.19311512733952	0.7932723211159436	1.0187234962000686	1.1287302018695795	1.1231606219668508	0.7177109920752526	0.23688560704233838
295000	-68953.82823490874	-68689.67941825959	-264.1488166491501	1.3620736290830688	0.7899984311849426	1.5757970868839033	1.1795660652062163	0.8054269276811272	1.106838755937221	1.1630295273061033	1.2133240218412642	0.7901468161122371	0.24212331811310359
296000	-68949.6674633876	-68694.4124245931	-255.25503879450068	1.3620736290830688	0.7899984311849426	1.4421137791516299	1.1855645554540304	0.7557885646720696	0.9990540102587318	1.1288348642941213	1.1237945261510134	0.7417371138430561	0.232387152869922
297000	-68952.50900091771	-68693.63978033868	-258.86922057903115	1.3592197321099342	0.7909616605127189	1.4224838270532347	1.2215480221754176	0.7476579632367288	0.9616564771610353	1.1174457599433478	1.1281061955379543	0.7397518083403832	0.2336953963182869
298000	-68954.02972855064	-68702.24185249506	-251.78787605557036	1.3937629156607017	0.7797162375160654	1.433674030215348	1.2194756354032679	0.7477843392594219	1.041349229492742	1.1246580573249656	1.1432243919300018	0.7920012517871036	0.2103076774462827
299000	-68951.38000373624	-68699.29587409178	-252.08412964446092	1.3902429042994648	0.7808222326655059	1.4603507770456636	1.2097707965870654	0.7213762696307013	1.0582929419510447	1.1574796807034937	1.1261418249553807	0.7916244151869656	0.21826187313888934
300000	-68948.40805651691	-68712.20413686614	-236.20391965077187	1.3947698190897682	0.7794014669094674	1.442996559068716	1.1758858362406484	0.7407331952405644	1.0770659825602686	1.1664322159241214	1.1795950173655028	0.8241163143129676	0.22925545872534017
301000	-68948.89394547963	-68690.85237270068	-258.04157277894694	1.377286872173225	0.7849694984956257	1.4526429522289488	1.1219641092462813	0.797469510339481	1.0144956914823295	1.1445257251518013	1.178626116123351	0.73037175942804	0.2386168150317314
302000	-68949.09136990736	-68680.57600991483	-268.5153599925302	1.3883260007450422	0.7814282141807446	1.548707786772014	1.1701113186593544	0.7241793152336722	1.0707341300215993	1.1632707521130365	1.1892439541041413	0.7468318135940153	0.23617202769689347
303000	-68952.1119510515	-68689.92015148528	-262.19179956621736	1.3774734498192025	0.7849089052797105	1.4762828049700412	1.1426683851739219	0.7965699175773837	0.9911147398003085	1.1112371629871645	1.0680563801312886	0.750377630505358	0.23434224101465106
304000	-68950.71869151139	-68681.769631931	-268.94905958037583	1.3824985440823288	0.7832865863364841	1.5782622999503462	1.1492385113195858	0.7683087512426929	1.097962860427857	1.1391028951987061	1.157980559103868	0.7609064999620038	0.24503183021601668
305000	-68947.79423800916	-68688.9521187899	-258.84211921925646	1.3824985440823288	0.7832865863364841	1.5008254297039343	1.1578815768009172	0.7877638030566968	1.0252069290240342	1.0982923728675793	1.126392865393212	0.76247404039232	0.2389403857677089
306000	-68948.5639273132	-68673.87730021891	-274.6866270942779	1.3857308373175008	0.7822527899752739	1.519503630534351	1.1999395473797896	0.7740119272462526	1.1326381481832495	1.191272326177817	1.1641261993895644	0.7050813077797582	0.24406817998597963
307000	-68949.45975529107	-68683.36374556308	-266.0960097279965	1.3692851175496734	0.7875926378501635	1.4894918381812496	1.1656976203956253	0.7916319768598018	1.096518990358125	1.131626006449723	1.1643868759855376	0.7145489194883605	0.24786356598768933
308000	-68948.2184106784	-68699.72289658824	-248.49551409015717	1.3777812441044097	0.7848090018773096	1.4853834909754469	1.1608874573490164	0.7834377205744009	1.046129792218278	1.1536171399435764	1.1827744494194248	0.8157676056152517	0.2203547300859863
309000	-68946.74632135287	-68680.56398887084	-266.1823324820346	1.3771902551042319	0.7850008861193901	1.5279944548121611	1.2140500662245055	0.7761741464093184	1.1297983458023035	1.2044943808275257	1.1800203023986902	0.756229087288799	0.23414773803756092
310000	-68949.45645485356	-68693.58333509506	-255.87311975849306	1.3856459226647795	0.7822798520291115	1.567003201866636	1.1162879885616799	0.7784570835384569	1.0326737478122574	1.1175848790417888	1.1764018681042794	0.8319311494385077	0.22553387757159232
311000	-68951.09078291795	-68697.34097021168	-253.7498127062784	1.3538968404301566	0.7927754128637607	1.4570311966936011	1.1578839103902543	0.7433427424271359	1.0122698701639572	1.129702380604003	1.1367077980578697	0.745317763761337	0.23274371824061899
312000	-68952.59662720172	-68684.59650844846	-268.0001187532595	1.3793177575143298	0.784311328713188	1.5290650190041797	1.1615233708485126	0.8048722676275756	1.1442335631603255	1.1992222904956895	1.1473088621910892	0.7610659722271966	0.22996879954120228
313000	-68949.00935098543	-68696.14769085713	-252.861660128303	1.3847004224188664	0.7825815311769299	1.4650560649447688	1.1420886724808885	0.7646736319814897	1.0217843369086412	1.1340794666120737	1.2184066059124958	0.7769715878115782	0.22996879954120228
314000	-68948.83735523073	-68677.96841226655	-270.86894296417853	1.3806206927596345	0.7838906717221981	1.5269142332997165	1.179088703082519	0.7834394517763765	1.047103520669397	1.14453183693173	1.142948127932854	0.7274376721843198	0.2493880393790752
315000	-68951.64884954957	-68672.18154766629	-279.4673018832785	1.3691454528550557	0.7876388516775588	1.5205452181152472	1.151916131286128	0.7988482355610165	1.0388554700682844	1.1444004900822184	1.1491174535579844	0.6888291129685047	0.24117773870455445
316000	-68948.68101793047	-68700.6021885229	-248.07882940757432	1.3583474223217782	0.7912573551205699	1.4427931775887317	1.1697703196371951	0.7804883964602128	1.103952522235622	1.1744691529213387	1.1800393200883883	0.7535392270050204	0.24155613908560633
317000	-68947.22062553774	-68690.3328790202	-256.88774651752914	1.3838138759157055	0.7828649864101522	1.4853160318847585	1.1885949269694396	0.7746590486892562	1.0877010668277045	1.1708309679613014	1.2059571631971573	0.7476484671287218	0.24692900574669252
318000	-68949.81150347042	-68682.44578746309	-267.36571600733237	1.3683081588200223	0.7879162166801873	1.521529199475268	1.1951214571775963	0.7920422256100438	1.0622834335955107	1.171479347320746	1.1833749185521538	0.7447081462455885	0.23972640279635993
319000	-68952.78886752688	-68690.59325143126	-262.1956160956173	1.3998579510450415	0.7778216269686398	1.4993277565312313	1.2763854492928073	0.7995583266992364	1.1566197108007459	1.2646733719274272	1.2452023779248422	0.7670496774266736	0.23853561506026685
320000	-68951.8840319421	-68704.39194003021	-247.49209191189283	1.372833974224715	0.7864233146080956	1.443262678457321	1.1993029985409513	0.7887525898628037	1.1110718347027202	1.2348505869015303	1.1968954735137756	0.7705920073394985	0.24061980315016032
321000	-68948.36614706281	-68700.45607779853	-247.91006926428915	1.3624675263925279	0.7898659860802916	1.4712084925487314	1.2001980524235032	0.777304354800722	1.1027962663326023	1.189571417740568	1.21483598158415	0.7885456293044336	0.23404240499382556
322000	-68953.85530648909	-68710.40843044373	-243.446876045366	1.374011636262126	0.7860373816865548	1.4872214848409182	1.2483831377198455	0.7508955174948194	1.1222155704303616	1.1991193798665294	1.2188642797970723	0.8527876304308156	0.21444728155940213
323000	-68952.93814280345	-68693.17729704619	-259.76084575726276	1.398661144204873	0.7781916205147577	1.5508306358027726	1.0998221706491431	0.792709577219179	1.0782056443705808	1.1406432087598235	1.1722635374572141	0.7974082016663416	0.2223717067939394
324000	-68947.71269087313	-68680.44762670656	-267.2650641665697	1.3823763245407799	0.7833258248742213	1.5193480079523156	1.1672936788341985	0.7807778745759114	1.0052657921252781	1.1524764816539634	1.1787997842241071	0.735684411986234	0.2476577936472219
325000	-68948.97279643774	-68695.62573732041	-253.3470591173299	1.3930628979724125	0.7799354900618912	1.528201136047469	1.1629627163969345	0.7502139604940685	1.0419694665527675	1.1767220966154688	1.1913307773879525	0.826625774972372	0.22204116168780064
326000	-68949.22431037965	-68684.81598303979	-264.40832733986196	1.3813696986444501	0.7836494156589465	1.499764267408557	1.2224349900789988	0.8039285320202634	1.0899159556853941	1.1972433737318495	1.1804430768923375	0.7642188690772701	0.23036901164665932
327000	-68953.72912335582	-68667.15934946314	-286.56977389268036	1.397037902008009	0.778695024413548	1.6213379309990477	1.150814411181445	0.7964691197151088	1.050257490843937	1.174544741412655	1.1644151800110243	0.7267498777607436	0.2503662263748282
328000	-68949.86120168351	-68675.30618743341	-274.55501425009624	1.3609897201705266	0.7903635132257855	1.521911706909531	1.182886049863338	0.7585477724751577	1.006767275682029	1.1321645153165414	1.1297437180905736	0.7051786644570166	0.24903601440386755
329000	-68948.23019929283	-68683.42653133912	-264.8036679537059	1.3952671070531042	0.7792462696668369	1.5234036604571297	1.23373271591308	0.7734374205047514	1.1005978146718471	1.168141542476913	1.1982115675300622	0.7711268087054448	0.2315838391602455
330000	-68948.27804750335	-68701.85608735862	-246.42196014473103	1.382718767190758	0.7832159112189515	1.4758286968806786	1.1345888229730494	0.762303319217806	1.0678367245532485	1.1460601066668819	1.183281328178039	0.7927009607818449	0.22399305669190683
331000	-68954.11551384267	-68691.34888720182	-262.7666266408535	1.382718767190758	0.7832159112189515	1.4748946512059242	1.2772488244381888	0.7606155531188793	1.1495772794155257	1.259052377203919	1.1912991988322017	0.7585424703154218	0.23237676461676088
332000	-68952.81105696788	-68694.23363425168	-258.57742271620293	1.3845793667109028	0.7826202027858341	1.523954664358917	1.1716918435533552	0.7596318423669456	1.0667734668162652	1.1924804297225697	1.2159694476157918	0.7633758869927346	0.24554956856032925
333000	-68949.78825488928	-68702.93858586976	-246.84966901951404	1.3827555795121143	0.7832041006618969	1.4699704195544279	1.2592433009981099	0.742451023683439	1.1433683286874285	1.2320341970927637	1.2272424026230597	0.8196364124200904	0.22314998095185926
334000	-68949.23730478577	-68686.5344259753	-262.7028788104659	1.3640502841618707	0.7893350127678045	1.5464321536408268	1.139466861268574	0.7988431598472213	1.0557314753064604	1.1353701733260393	1.1494094000236545	0.7782319366632956	0.2312890670201852
335000	-68951.05270545362	-68669.69928325745	-281.3534221961748	1.386044478553773	0.7821528783837771	1.6164908778568605	1.1165940407994288	0.7563309078258134	1.0242340281300155	1.1359078056668388	1.2014084977477262	0.7461369211297545	0.23491925356302037
336000	-68952.92409415595	-68686.88037343923	-266.04372071672736	1.3890347826666478	0.781203845872181	1.471861490683117	1.1432484157589713	0.7683649840236491	1.1388646109596579	1.145135186384399	1.1335848578093288	0.6967423957341183	0.2473865721732328
337000	-68953.28538275766	-68682.51990929194	-270.765473465727	1.3841851169354196	0.7827462204594651	1.5245959792165769	1.223048980601613	0.7306855973951448	1.0696226321448894	1.218119109325426	1.1679012862140679	0.7499892574702648	0.24215637473765014
338000	-68951.83721477384	-68685.99042975198	-265.8467850218588	1.3689966707838646	0.7876880987063984	1.490699179449443	1.1860633222128911	0.7257160790039004	1.0521849331662343	1.1346608896780164	1.097472657937926	0.7249196540309149	0.2321593221711758
339000	-68950.35284430406	-68686.64098088379	-263.7118634202665	1.3718331538961435	0.7867521140745481	1.4882516791965732	1.1122486011488926	0.7456804832126936	1.0225243728820206	1.1195111853395465	1.104708637975153	0.7030811999473652	0.24748752373747676
340000	-68949.58757707465	-68696.077964692	-253.50961238265302	1.3725458871413898	0.7865178825368634	1.4876359890863522	1.206703786962793	0.8026781634739077	1.0906582470336719	1.1445044406439195	1.1716257175728537	0.7984203662351931	0.23053076075409978
341000	-68946.7589681657	-68699.45232932057	-247.30663884512532	1.3809093487251969	0.7837976465589633	1.4763455194508146	1.174770232337774	0.755699159949886	1.1127078955547078	1.1630852803975054	1.1750087528179156	0.7985752356785067	0.22425745227726837
342000	-68950.031906949	-68705.39595108398	-244.63595586502714	1.3809093487251969	0.7837976465589633	1.4468562654204198	1.1853394300938433	0.8193970269840023	1.0554749468811757	1.1649549183681094	1.1982812204751414	0.8128840852260585	0.2240542881554738
343000	-68950.48064740481	-68679.9259237631	-270.5547236417011	1.3677056818247229	0.7881161265122385	1.4764838636344881	1.1623710519822705	0.8126248279471796	1.0463964143392666	1.1598967099640862	1.1678035717816317	0.6837639225063042	0.25636075062592345
344000	-68953.42976813884	-68692.42772995544	-261.0020381834006	1.3954431741682223	0.779191362681641	1.4632859992325966	1.1845418949674107	0.7693436645863239	1.0715213943410893	1.2255058528996505	1.2377673512565062	0.7309640991880705	0.24936284131172123
345000	-68957.84116045834	-68662.01447196254	-295.82668849579966	1.3547076054848268	0.7924976897312026	1.5513851488049688	1.32871712292393	0.8028774614701274	1.1332933610146159	1.2262888926919993	1.2179093182379734	0.676177893730211	0.2577826286067405
346000	-68951.97058658859	-68702.17110720018	-249.79947938841954	1.3765582541886707	0.7852063725432559	1.4970783828318586	1.1179738625928228	0.720714270698786	1.0537296806621599	1.155777943289024	1.1614421645258306	0.773435297978511	0.23991171092452646
347000	-68950.1711675928	-68703.45141336512	-246.71975422767076	1.3825310696199529	0.7832761458558715	1.4540533504436335	1.1853503113166335	0.8169969802935566	1.0657656012451506	1.1592826689931464	1.1347211358233327	0.7996237125802801	0.23395638241369207
348000	-68953.15263106114	-68653.90342876624	-299.24920229490226	1.3802668783203245	0.7840047787291916	1.5825315133054452	1.2380494368470158	0.7524090235164925	1.0556792694382917	1.1496254151939413	1.108911339314447	0.6894723706759028	0.23704845443828432
349000	-68953.22769724384	-68686.20030898198	-267.027388261865	1.3802668783203245	0.7840047787291916	1.4959937389275582	1.1945072279667779	0.7986175068063175	0.9632354906531425	1.118500391387861	1.1057333163928842	0.7671368613981672	0.23349760833280675
350000	-68949.34838343575	-68687.2726536359	-262.0757297998475	1.3841081352365951	0.7827708399415393	1.517652923083656	1.1897026930575767	0.7971789280492332	0.9891395720714604	1.1361364239229805	1.167336302664168	0.7770679725978122	0.24220159765826763
351000	-68952.5603177804	-68700.05623327612	-252.50408450427543	1.3797806753901056	0.7841617314328334	1.517242724221615	1.1594101235444405	0.7284320953379632	1.1212207445588582	1.190646688633034	1.1926112612671214	0.8105153367846252	0.2228626599460328
352000	-68952.70087857713	-68689.05450699743	-263.6463715796987	1.3872581656160112	0.7817669193570379	1.5261293763337738	1.2100327823956003	0.8294650486059005	1.0840109686249957	1.1653277847121324	1.1699202653891643	0.7913914994437564	0.22082832521439053
353000	-68948.25438726893	-68706.61214030453	-241.64224696439743	1.3889486166815337	0.7812311030228676	1.43423108522534	1.147444145110574	0.7682361654968356	1.0996527930508182	1.1561482266285243	1.1890555344874498	0.781600151253044	0.2345135323190289
354000	-68950.85747795088	-68688.544835654	-262.312642296877	1.3669603351080029	0.7883638268974045	1.4409638115209387	1.1493135301912958	0.7874380624946085	1.0774997598581963	1.1707780364429092	1.186994141841799	0.6895985001749892	0.24946774393119114
355000	-68956.38377739674	-68679.99168651002	-276.3920908867104	1.37156380750621	0.7868407313921406	1.4393364466900267	1.2772538599303982	0.8292189469890419	1.0862077561022576	1.1528765010300503	1.1748388357588355	0.7006643715651699	0.24570363740861442
356000	-68949.2025430045	-68689.35995389194	-259.8425891125714	1.3793646697178743	0.784296161318611	1.5146831024909129	1.2065292538641188	0.8116577939307176	1.0893433514619948	1.191089160694445	1.1961061314729675	0.7867265846516589	0.2252982730189701
357000	-68955.35404097053	-68692.11777190972	-263.23626906080835	1.3726774894386853	0.7864746748089061	1.4424451986361415	1.1864401867505758	0.7541151156187083	1.0809240138681873	1.16435186139618	1.196249349247651	0.7307081324683629	0.23197833396946818
358000	-68947.17911318303	-68691.44746317656	-255.73165000646486	1.390197811873005	0.7808364575441856	1.5237347438028161	1.1714885446163297	0.7533982324950542	1.1082121878045472	1.173992567690631	1.1808826698739705	0.781560392984831	0.2345377952485766
359000	-68946.59825140715	-68687.4918972524	-259.1063541547427	1.3791062358977544	0.78437973681838	1.4744427168945722	1.1744655037012897	0.7654142659506992	1.0342412703737105	1.1199967239207942	1.145285727045429	0.7365687825143792	0.2369856337492094
360000	-68949.28818625858	-68675.96418957812	-273.32399668045593	1.3781170843869546	0.7847000752462686	1.5092023058256123	1.140884989062184	0.7517523926338655	1.0138630997293736	1.1249954239719795	1.1084285977793429	0.7005237888793676	0.23966629779600776
361000	-68949.39652922351	-68690.87161387246	-258.5249153510453	1.3876396090829632	0.7816458362626242	1.5155600477236935	1.0990081622507197	0.7844716859246206	1.062013207962988	1.1037263987582608	1.1287289712579458	0.762405178731117	0.233959132504339
362000	-68946.7193400899	-68689.75499979561	-256.9643402942879	1.3857805886954493	0.7822369367657881	1.4583114530809904	1.1940037774304562	0.7666030549467612	1.032171723664283	1.1718800078459677	1.1712072799229265	0.7432001074799814	0.24017439193056325
363000	-68953.77252138084	-68694.68442174153	-259.088099639317	1.3633954872716079	0.7895544436883938	1.4935209260611444	1.235139109866084	0.7234934669211732	1.0767674164409304	1.2016447488769597	1.1736661746713388	0.7695768226480657	0.2271673308154644
364000	-68948.7989780836	-68677.24790372672	-271.5510743568914	1.3848404423656204	0.7825368145827797	1.4878920819713355	1.1961958621980286	0.7432362244534798	1.0267017426632872	1.1629116024319726	1.1949500920465375	0.695406397880747	0.24679648738021448
365000	-68950.47748287735	-68683.51117289162	-266.9663099857227	1.373557735163206	0.7861860068737102	1.5049687440894262	1.1242326763461323	0.7429276827474871	1.0939842914731897	1.163728972370499	1.1857895598401256	0.7185330431190645	0.23361316889575223
366000	-68950.08373987582	-68688.12139968203	-261.96234019379204	1.3896458053915541	0.7810107106501436	1.535716292795964	1.1489824233262464	0.7382250349624759	1.108827402513358	1.1912410762574104	1.2034944419100577	0.748014782665092	0.2449292878777468
